class	N	precision	recall	f1	avgLogLoss	predOverActualN
0	1063712	0.7073631900815709	0.5732735928522006	0.6332984384541569	0.7376649618811557	0.8104374116302157
1	1900619	0.7840827414700091	0.8672674533928157	0.8235799342373162	0.3414883822095469	1.1060917522133578
weighted	2964331	0.7565529185701715	0.7617715430564266	0.7552998702220305	0.4836512452351828	1.0
