days_until_deact	count_users	deacts_actual	deacts_pred	pct_deact_actual	pct_deact_pred	accuracy	avg_prob_deact	pred_over_actual_deacts	diff_pct_deact
151.0	5412	3807	4856	0.703436807095	0.89726533629	0.716001478197	0.714646540278	1.27554504859	0.193828529194
152.0	6131	4395	5519	0.716848801174	0.900179416082	0.729244821399	0.71947392244	1.25574516496	0.183330614908
153.0	6204	4430	5518	0.714055448098	0.88942617666	0.734687298517	0.715003512747	1.24559819413	0.175370728562
154.0	5704	4000	4986	0.70126227209	0.87412342216	0.714586255259	0.698058914804	1.2465	0.17286115007
155.0	5408	3842	4746	0.710428994083	0.877588757396	0.718195266272	0.698594913079	1.23529411765	0.167159763314
156.0	5161	3659	4600	0.708971129626	0.891300135633	0.717302848285	0.701950084874	1.25717409128	0.182329006007
157.0	5784	4087	4987	0.706604426003	0.862206085754	0.717496542185	0.686521285604	1.22021042329	0.155601659751
158.0	5824	4052	5019	0.695741758242	0.861778846154	0.720638736264	0.686730864226	1.23864758144	0.166037087912
159.0	14854	8506	12416	0.572640366231	0.835869126161	0.621920021543	0.652832665589	1.45967552316	0.26322875993
160.0	7718	5242	6796	0.679191500389	0.880538999741	0.694480435346	0.691821695181	1.29645173598	0.201347499352
161.0	6293	4412	5460	0.70109645638	0.867630700779	0.725726998252	0.693879054971	1.23753399819	0.166534244399
162.0	6369	4392	5516	0.689590202544	0.866070026692	0.719893232847	0.684655468048	1.25591985428	0.176479824148
163.0	6529	4472	5712	0.684944095574	0.874865982539	0.707152703324	0.688154942388	1.27728085868	0.189921886966
164.0	6027	4159	5266	0.69006139041	0.873734859798	0.705823792932	0.685744485899	1.26616975234	0.183673469388
165.0	11647	6511	9274	0.559028075899	0.79625654675	0.63810423285	0.642068700815	1.42435877745	0.237228470851
166.0	11012	7695	8888	0.698783145659	0.807119505993	0.708953868507	0.650711859594	1.15503573749	0.108336360334
167.0	7478	5218	6172	0.697780155122	0.825354372827	0.71168761701	0.664032700428	1.18282866999	0.127574217705
168.0	4530	3139	3714	0.69293598234	0.819867549669	0.709271523179	0.652798991454	1.18317935648	0.126931567329
169.0	5478	3764	4476	0.687112084702	0.81708652793	0.698430083972	0.652260415097	1.18916046759	0.129974443227
170.0	5426	3728	4453	0.687062292665	0.820678215997	0.695724290453	0.658160158587	1.19447424893	0.133615923332
171.0	6273	4428	5339	0.705882352941	0.851107922844	0.720867208672	0.671286661978	1.20573622403	0.145225569903
172.0	6769	4697	5677	0.693898655636	0.838676318511	0.700694341853	0.665148632681	1.2086438152	0.144777662875
173.0	6816	4666	5617	0.6845657277	0.824090375587	0.708480046948	0.658492868683	1.20381483069	0.139524647887
174.0	6475	4379	5311	0.676293436293	0.820231660232	0.69667953668	0.65653240115	1.21283398036	0.143938223938
175.0	5634	3779	4660	0.670749023784	0.827121050763	0.693468228612	0.659071375563	1.23313045779	0.156372026979
176.0	5461	3775	4543	0.691265336019	0.831898919612	0.712873100165	0.663618308388	1.20344370861	0.140633583593
177.0	5564	3724	4609	0.669302659957	0.828360891445	0.69751976995	0.657467894023	1.23764769066	0.159058231488
178.0	5297	3540	4274	0.668302812913	0.806871814234	0.695299225977	0.650866924125	1.20734463277	0.138569001322
179.0	5820	3918	4771	0.673195876289	0.819759450172	0.694673539519	0.656625890944	1.21771311894	0.146563573883
180.0	6192	4199	5108	0.678133074935	0.824935400517	0.702680878553	0.6594508857	1.21648011431	0.146802325581
181.0	5779	3829	4720	0.662571379131	0.816750302821	0.691469112303	0.654870468413	1.23269783233	0.154178923689
182.0	5460	3600	4441	0.659340659341	0.81336996337	0.681868131868	0.6515476617	1.23361111111	0.154029304029
183.0	5451	3578	4458	0.656393322326	0.817831590534	0.68556228215	0.653424873712	1.24594745668	0.161438268208
184.0	4897	3281	4078	0.670002042067	0.832754747805	0.69185215438	0.661606762205	1.24291374581	0.162752705738
185.0	5309	3478	4354	0.655113957431	0.820116782822	0.68883028819	0.656113927729	1.25186889017	0.165002825391
186.0	5583	3668	4495	0.65699444743	0.805122693892	0.692817481641	0.644549679673	1.22546346783	0.148128246462
187.0	5485	3548	4375	0.646855059253	0.797629899727	0.677119416591	0.642251517078	1.23308906426	0.150774840474
188.0	5475	3570	4382	0.652054794521	0.800365296804	0.685114155251	0.642372847869	1.22745098039	0.148310502283
189.0	4813	3083	3878	0.640556825265	0.805734469146	0.68356534386	0.645676092472	1.25786571521	0.165177643881
190.0	4834	3048	3821	0.630533719487	0.790442697559	0.680802647911	0.638301387662	1.25360892388	0.159908978072
191.0	5574	3568	4406	0.640114818802	0.790455687119	0.695730175816	0.638024797575	1.23486547085	0.150340868317
192.0	5824	3715	4635	0.637877747253	0.79584478022	0.676854395604	0.645150254511	1.24764468371	0.157967032967
193.0	5601	3689	4529	0.658632387074	0.808605606142	0.682556686306	0.648658968668	1.22770398482	0.149973219068
194.0	6518	4208	5304	0.645596808837	0.813746548021	0.697146363915	0.652330928993	1.26045627376	0.168149739184
195.0	5907	3783	4754	0.640426612494	0.804807855087	0.678855595057	0.644361009606	1.25667459688	0.164381242594
196.0	5381	3462	4313	0.643374837391	0.80152388032	0.6879762126	0.640904871639	1.24581166956	0.158149042929
197.0	5814	3641	4564	0.626246990024	0.785001719986	0.672342621259	0.63755180407	1.25350178522	0.158754729962
198.0	5771	3732	4655	0.646681684283	0.806619303414	0.682030843875	0.64614957226	1.2473204716	0.15993761913
199.0	6134	3967	4974	0.646723182263	0.810890120639	0.684871209651	0.650370585189	1.25384421477	0.164166938376
200.0	6163	3868	4919	0.627616420574	0.798150251501	0.680512737303	0.645304716015	1.27171664943	0.170533830926
201.0	6185	3882	4872	0.627647534357	0.787712206952	0.68181083266	0.640452351599	1.25502318393	0.160064672595
202.0	5743	3576	4446	0.622671077834	0.77415984677	0.676127459516	0.63246939611	1.2432885906	0.151488768936
203.0	5678	3417	4362	0.601796407186	0.768228249384	0.663437830222	0.626324384232	1.27655838455	0.166431842198
204.0	6877	4158	5397	0.60462410935	0.784789879308	0.670350443507	0.634601722943	1.29797979798	0.180165769958
205.0	7316	4535	5823	0.619874248223	0.795926735921	0.680699835976	0.642534261344	1.28401323043	0.176052487698
206.0	6153	3787	4852	0.615472127418	0.788558426784	0.675442873395	0.636922406984	1.28122524426	0.173086299366
207.0	6231	3863	4947	0.619964692666	0.793933558016	0.672283742577	0.639860810781	1.28061092415	0.173968865351
208.0	7261	4479	5817	0.616857182206	0.80112932103	0.668916127255	0.644237114885	1.29872739451	0.184272138824
209.0	7429	4568	5964	0.614887602638	0.802799838471	0.676134069188	0.641343068407	1.30560420315	0.187912235833
210.0	6481	3886	5089	0.599598827341	0.785218330505	0.663477858355	0.634441135927	1.30957282553	0.185619503163
211.0	5130	3080	4064	0.600389863548	0.792202729045	0.664717348928	0.636611029694	1.31948051948	0.191812865497
212.0	6917	4233	5648	0.611970507445	0.816538961978	0.659245337574	0.642052645453	1.33427828963	0.204568454532
213.0	6792	4120	5471	0.606595995289	0.80550647821	0.665636042403	0.639153662981	1.32791262136	0.198910482921
214.0	7032	4298	5687	0.611205915813	0.808731513083	0.661405005688	0.644530418959	1.3231735691	0.19752559727
215.0	6719	4017	5258	0.597856823932	0.782556928114	0.658133650841	0.631024867026	1.30893701767	0.184700104182
216.0	6006	3582	4675	0.596403596404	0.778388278388	0.67316017316	0.633596816075	1.30513679509	0.181984681985
217.0	5666	3352	4412	0.591599011648	0.778679844688	0.658665725379	0.630289731478	1.31622911695	0.187080833039
218.0	5725	3384	4486	0.591091703057	0.783580786026	0.671615720524	0.62941449957	1.3256501182	0.192489082969
219.0	6080	3651	4836	0.600493421053	0.795394736842	0.668585526316	0.638042994421	1.32456861134	0.194901315789
220.0	6301	3742	5048	0.593873988256	0.801142675766	0.648944611966	0.639265462795	1.34901122394	0.20726868751
221.0	6340	3620	4840	0.570977917981	0.763406940063	0.66403785489	0.624985426347	1.33701657459	0.192429022082
222.0	6597	3855	5087	0.584356525693	0.77110807943	0.66954676368	0.623267955689	1.3195849546	0.186751553737
223.0	6002	3501	4631	0.583305564812	0.771576141286	0.654448517161	0.627760253451	1.32276492431	0.188270576475
224.0	5564	3303	4389	0.59363767074	0.788820992092	0.661754133717	0.634696078906	1.32879200727	0.195183321352
225.0	5708	3285	3016	0.575508058865	0.528381219341	0.652242466713	0.512214949546	0.918112633181	-0.0471268395235
226.0	5042	2856	2682	0.56644188814	0.531931773106	0.641808806029	0.514777841824	0.939075630252	-0.0345101150337
227.0	7310	4243	4229	0.580437756498	0.578522571819	0.659370725034	0.534603353774	0.996700447796	-0.00191518467852
228.0	7503	4281	4245	0.570571771291	0.565773690524	0.655870984939	0.532789089241	0.991590749825	-0.00479808076769
229.0	7453	4328	4208	0.580705756071	0.564604857105	0.659465986851	0.531912694979	0.972273567468	-0.0161008989669
230.0	7276	4282	4301	0.588510170423	0.591121495327	0.658466190214	0.546281231629	1.00443717889	0.00261132490379
231.0	6712	3892	3873	0.579856972586	0.577026221692	0.659862932062	0.538037140589	0.995118191161	-0.00283075089392
232.0	6579	3631	3615	0.551907584739	0.549475604195	0.65313877489	0.525571258229	0.995593500413	-0.00243198054416
233.0	6676	3713	3695	0.556171360096	0.553475134811	0.659976033553	0.526799109084	0.995152168058	-0.0026962252846
234.0	6115	3426	3467	0.560261651676	0.566966475879	0.661651676206	0.53210849327	1.01196730881	0.00670482420278
235.0	6649	3778	3745	0.568205745225	0.563242592871	0.657542487592	0.533700805903	0.991265219693	-0.00496315235374
236.0	7464	4069	4107	0.545150053591	0.550241157556	0.662111468382	0.526868874906	1.00933890391	0.0050911039657
237.0	7171	4017	4018	0.5601729187	0.560312369265	0.646213917166	0.527760446008	1.000248942	0.000139450564775
238.0	6401	3583	3516	0.55975628808	0.549289173567	0.650210904546	0.523770373229	0.981300586101	-0.0104671145134
239.0	7128	4003	4022	0.561588103255	0.564253647587	0.661195286195	0.532328451815	1.00474644017	0.00266554433221
240.0	6975	3847	3825	0.551541218638	0.548387096774	0.656774193548	0.525213770026	0.994281258123	-0.0031541218638
241.0	6721	3603	3558	0.536080940336	0.529385508109	0.646927540545	0.516354724072	0.987510407993	-0.00669543222735
242.0	7334	4001	4183	0.545541314426	0.570357240251	0.660758112899	0.534374649123	1.04548862784	0.0248159258249
243.0	8508	4816	4921	0.566055477198	0.578396803009	0.665843911613	0.538494357683	1.02180232558	0.012341325811
244.0	7797	4371	4395	0.560600230858	0.563678337822	0.661151725022	0.531053603787	1.00549073439	0.00307810696422
245.0	6660	3589	3708	0.538888888889	0.556756756757	0.664714714715	0.525631392853	1.03315686821	0.0178678678679
246.0	6571	3590	3642	0.546339978694	0.554253538274	0.667021762289	0.526724899646	1.01448467967	0.00791355957997
247.0	6817	3669	3862	0.538213290304	0.56652486431	0.652486430981	0.533872505002	1.05260288907	0.0283115740062
248.0	7189	3835	3944	0.533453887884	0.548615941021	0.656002225622	0.523183130001	1.02842242503	0.0151620531367
