days_until_deact	count_users	deacts_actual	deacts_pred	pct_deact_actual	pct_deact_pred	accuracy	avg_prob_deact	pred_over_actual_deacts	diff_pct_deact
0	1105	1105	1105	1.0	1.0	1.0	0.952697450264	1.0	0.0
1	1102	1101	1102	0.999092558984	1.0	0.999092558984	0.952857683944	1.00090826521	0.000907441016334
2	1112	1110	1112	0.998201438849	1.0	0.998201438849	0.952704882508	1.0018018018	0.00179856115108
3	1125	1121	1125	0.996444444444	1.0	0.996444444444	0.95283481313	1.00356824264	0.00355555555556
4	1134	1134	1134	1.0	1.0	1.0	0.952741042993	1.0	0.0
5	1301	1295	1301	0.995388162952	1.0	0.995388162952	0.953097902284	1.00463320463	0.00461183704842
6	1412	1404	1412	0.99433427762	1.0	0.99433427762	0.952626255724	1.0056980057	0.0056657223796
7	1150	1138	1150	0.989565217391	1.0	0.989565217391	0.953005836244	1.01054481547	0.0104347826087
8	1081	1076	1081	0.995374653099	1.0	0.995374653099	0.952897020892	1.00464684015	0.00462534690102
9	1187	1180	1187	0.994102780118	1.0	0.994102780118	0.952718404823	1.00593220339	0.00589721988206
10	1046	1042	1046	0.996175908222	1.0	0.996175908222	0.952843157999	1.00383877159	0.0038240917782
11	1143	1130	1143	0.988626421697	1.0	0.988626421697	0.952630564046	1.01150442478	0.0113735783027
12	1252	1242	1252	0.992012779553	1.0	0.992012779553	0.952311226754	1.00805152979	0.00798722044728
13	1259	1248	1259	0.991262907069	1.0	0.991262907069	0.952198046864	1.00881410256	0.0087370929309
14	1119	1108	1119	0.990169794459	1.0	0.990169794459	0.952170390237	1.00992779783	0.00983020554066
15	1061	1052	1061	0.991517436381	1.0	0.991517436381	0.951403548912	1.00855513308	0.00848256361923
16	901	894	901	0.992230854606	1.0	0.992230854606	0.950708790127	1.00782997763	0.00776914539401
17	1282	1267	1282	0.988299531981	1.0	0.988299531981	0.948966108343	1.01183898974	0.0117004680187
18	1662	1648	1662	0.991576413959	1.0	0.991576413959	0.949132609465	1.00849514563	0.00842358604091
19	1639	1618	1639	0.987187309335	1.0	0.987187309335	0.948402783769	1.0129789864	0.012812690665
20	1626	1607	1626	0.988314883149	1.0	0.988314883149	0.948721433041	1.01182327318	0.0116851168512
21	1409	1391	1409	0.987224982257	1.0	0.987224982257	0.948938680941	1.0129403307	0.0127750177431
22	1493	1481	1493	0.991962491628	1.0	0.991962491628	0.948666493192	1.00810263336	0.0080375083724
23	1439	1422	1439	0.988186240445	1.0	0.988186240445	0.948382835755	1.01195499297	0.0118137595552
24	1214	1194	1214	0.98352553542	1.0	0.98352553542	0.948281501564	1.01675041876	0.0164744645799
25	1345	1312	1345	0.975464684015	1.0	0.975464684015	0.947505392622	1.02515243902	0.0245353159851
26	1566	1536	1566	0.980842911877	1.0	0.980842911877	0.945910556981	1.01953125	0.0191570881226
27	1792	1764	1792	0.984375	1.0	0.984375	0.945182168529	1.01587301587	0.015625
